10	8748
20	14316
30	20750
40	27490
50	36752
60	43680
70	52288
80	55244
90	63312
100	72436
110	78604
120	84311
130	92176
140	109848
150	113330
160	121370
170	130430
180	133655
190	141900
200	163158
210	162248
220	170689
230	191552
240	189364
250	195719
260	245072
270	210688
280	226522
290	238408
300	246559
310	251446
320	308850
330	267422
340	274618
350	293026
360	300031
370	309022
380	301719
390	314713
400	326814
410	334711
420	345823
430	366100
440	376004
450	370155
460	389933
470	402004
480	413144
490	421479
500	430011
510	427238
520	468687
530	460304
540	504571
550	477517
560	493686
570	541153
580	509552
590	547883
600	545768
610	551906
620	564332
630	591646
640	642089
650	640529
660	608340
670	839978
680	792282
690	763288
700	770612
710	737224
720	778124
730	758500
740	783932
750	759352
760	763956
770	810338
780	749457
790	781824
800	819699
810	744949
820	811959
830	776711
840	827557
850	811243
860	862815
870	800171
880	810059
890	888837
900	833204
910	862849
920	854222
930	1184859
940	877361
950	967652
960	921496
970	908891
980	921156
990	966150
1000	938447
1010	984473
1020	962840
1030	961186
1040	1043324
1050	997795
1060	1036172
1070	1005748
1080	1022198
1090	1046344
1100	1133665
1110	1062698
1120	1137463
1130	1161854
1140	1127406
1150	1077056
1160	1150448
1170	1197930
1180	1152826
1190	1171157
1200	1232910
1210	1246013
1220	1189574
1230	1178301
1240	1175297
1250	1198979
1260	1187872
1270	1260076
1280	1265957
1290	1391085
1300	1333446
1310	1265838
1320	1287571
1330	1435776
1340	1325326
1350	1483110
1360	1299949
1370	1365500
1380	1460452
1390	1442413
1400	1625661
1410	1361496
1420	1472377
1430	1473211
1440	1447076
1450	1919772
1460	1491663
1470	1440802
1480	1483101
1490	1488773
1500	1468301
1510	1463070
1520	1576531
1530	1525969
1540	1547994
1550	1562492
1560	1663388
1570	1770162
1580	1633218
1590	1607036
1600	1559464
1610	1567279
1620	1678821
1630	1748911
1640	1688489
1650	1745687
1660	1854586
1670	1700472
1680	1844475
1690	1668448
1700	1851141
1710	1909087
1720	1760396
1730	1836478
1740	1789349
1750	1780497
1760	2329173
1770	1970782
1780	1817664
1790	1940381
1800	1839480
1810	1861913
1820	1842458
1830	1939946
1840	1899206
1850	1958225
1860	1869311
1870	1923380
1880	1876120
1890	1949468
1900	1906977
1910	1923415
1920	2061125
1930	2015058
1940	2015484
1950	2075684
1960	2171677
1970	2136069
1980	2118030
1990	1992739
2000	2191685
2010	2585992
2020	2327880
2030	2479580
2040	2486757
2050	2197315
2060	2504169
2070	2320011
2080	2276689
2090	2264051
2100	2194320
2110	2282133
2120	2319266
2130	2444411
2140	2249415
2150	2341477
2160	2321974
2170	2499639
2180	2362192
2190	2389323
2200	2420123
2210	2444126
2220	2343212
2230	2790233
2240	2433670
2250	2487575
2260	2551911
2270	2806685
2280	2767387
2290	2561433
2300	2438495
2310	2513472
2320	2622300
2330	3117911
2340	2680470
2350	2511089
2360	2832369
2370	3034908
2380	2485327
2390	2621406
2400	2472247
2410	2784050
2420	2633818
2430	2760833
2440	2723862
2450	2710391
2460	2716121
2470	2973930
2480	2916412
2490	2710809
2500	2963904
2510	2914392
2520	2704696
2530	2906446
2540	2818592
2550	2873745
2560	2866586
2570	2766657
2580	2731022
2590	3297670
2600	3806039
2610	3057909
2620	2890707
2630	3070522
2640	2974927
2650	2904636
2660	2860266
2670	2927942
2680	3031487
2690	4074743
2700	3836702
2710	3023905
2720	3152777
2730	2996637
2740	3081237
2750	3934820
2760	3129852
2770	3066227
2780	3199325
2790	4159795
2800	3193572
2810	3129574
2820	3227675
2830	4203250
2840	3001671
2850	3631185
2860	3353107
2870	3232655
2880	3301889
2890	3369140
2900	3385145
2910	3293326
2920	3490879
2930	3474365
2940	3271490
2950	3350534
2960	3279289
2970	3368412
2980	3359716
2990	3194450
3000	3300584
3010	3422691
3020	3335564
3030	3554378
3040	3345019
3050	4035117
3060	3571446
3070	3583192
3080	3471715
3090	3442747
3100	3300433
3110	3407255
3120	3519591
3130	4524091
3140	3457743
3150	3538433
3160	3558538
3170	4190115
3180	3757810
3190	3814165
3200	4733809
3210	3604578
3220	3563138
