2940	69494487
2950	73105525
2960	78132689
2970	74942212
2980	74984838
2990	75827443
3000	74919350
3010	75547006
3020	74296226
3030	76122523
3040	75154823
3050	77741462
3060	77033898
3070	81230018
3080	80406396
3090	77850513
3100	86762170
3110	77183337
3120	78406499
3130	80487207
3140	80725871
3150	86290049
3160	85975781
3170	86702850
3180	93204155
3190	82646445
3200	83436311
3210	94481613
3220	86056824
3230	101821398
3240	96722032
3250	97329911
3260	86468230
3270	96893828
3280	98700152
3290	88519894
3300	89660262
3310	101677263
3320	100007710
3330	102082865
3340	90346275
3350	93217841
3360	92315148
3370	100596087
3380	94959866
3390	103711242
3400	94820635
3410	96251249
3420	95825730
3430	105074291
3440	93666577
3450	105544943
3460	95737446
3470	100554914
3480	98666612
3490	100509426
3500	112733079
3510	103714938
3520	105444488
3530	110296893
3540	103200374
3550	114214315
3560	102585278
3570	105044796
3580	113684946
3590	105488022
3600	108801024
3610	110573739
3620	110861446
3630	107471524
3640	117983738
3650	111750376
3660	106216092
3670	107240160
3680	114000041
3690	112905025
3700	114784576
3710	124732957
3720	111764666
3730	113257268
3740	114290810
3750	116148848
3760	116871702
3770	114324960
3780	125540606
3790	117555970
3800	113333854
3810	120054063
3820	122536845
3830	128873093
3840	116012740
3850	122578406
3860	134439549
3870	126000875
3880	136549192
3890	122169429
3900	123398976
3910	136828630
3920	121668459
3930	123103047
3940	126702291
3950	125949287
3960	139465006
3970	139089251
3980	129776515
3990	129540158
4000	129527935
4010	131773266
4020	144914547
4030	134109772
4040	141774849
4050	133779301
4060	147926814
4070	144167648
4080	135607616
4090	137068008
4100	152283511
4110	137071214
4120	136733788
4130	136136885
4140	149488444
4150	139340888
4160	138846196
4170	155907478
4180	141707832
4190	146537657
4200	141798567
4210	157501285
4220	142874060
4230	143416609
4240	145191082
4250	161703540
4260	149115991
4270	150372083
4280	161113984
4290	160674651
4300	152690281
4310	149051691
4320	152151175
4330	152711138
4340	160651272
4350	170630633
4360	155711199
4370	170076180
4380	156811592
4390	156984503
4400	160314257
4410	158690379
4420	175646617
4430	157090521
4440	176332710
4450	161631057
4460	166452336
4470	161358704
4480	161321132
4490	168482910
4500	160031830
4510	166277587
4520	171426878
4530	166942415
4540	168475338
4550	185706504
4560	173740510
4570	169923714
4580	171649739
4590	190166169
4600	176168287
4610	175631784
4620	173253814
4630	173649351
4640	196045842
4650	198364161
4660	197028924
4670	179708510
4680	178666548
4690	187744987
4700	185941871
4710	181060167
4720	181107431
4730	182781239
4740	188359573
4750	189940672
4760	189962434
4770	187065126
4780	190064342
4790	197143070
4800	215453131
4810	198181560
4820	191978987
4830	202216957
4840	198088087
4850	192295453
4860	207837361
4870	205973257
4880	199295634
4890	213995561
4900	219297999
4910	198806070
4920	207152296
4930	202432695
4940	201865036
4950	199092661
4960	201999335
4970	207509737
4980	204859795
4990	214445110
5000	210083419
