10	6308
20	17685
30	28864
40	51238
50	67777
60	103156
70	115280
80	141296
90	175648
100	210184
110	245674
120	275486
130	323108
140	386598
150	431278
160	509053
170	533971
180	590817
190	677279
200	704570
210	767439
220	955493
230	906092
240	1070294
250	1069072
260	1221997
270	1626405
280	2239591
290	2292258
300	2672646
310	2267622
320	2120717
330	2593178
340	2973287
350	2527325
360	2440347
370	2668515
380	2622888
390	2897354
400	3314726
410	3855542
420	6022995
430	4450286
440	6332346
450	4415256
460	3815750
470	6055124
480	6109836
490	5201186
500	5242183
510	6175648
520	5787093
530	5622265
540	5612945
550	5567467
560	7634059
570	7069124
580	6817022
590	6723690
600	7889899
610	6796456
620	6922206
630	7182488
640	7610080
650	7882561
660	8111328
670	10732930
680	8739869
690	10142061
700	9251750
710	9525461
720	10150216
730	10051072
740	11103360
750	10770483
760	14762823
770	11462006
780	11647206
790	11759315
800	12916459
810	12799532
820	13595848
830	16459104
840	13960428
850	13980609
860	16625834
870	17677869
880	14086816
890	14310853
900	14937982
910	15875877
920	15301332
930	17223128
940	17346078
950	21414115
960	17902287
970	18507923
980	21490829
990	17905706
1000	24281605
1010	22541573
1020	23566356
1030	19488989
1040	19651583
1050	20975233
1060	21523191
1070	21204531
1080	34753432
1090	23662137
1100	25192797
1110	27793729
1120	22439894
1130	24959547
1140	24026669
1150	25092796
1160	25191425
1170	25461665
1180	32680179
1190	29728209
1200	29533544
1210	26172063
1220	28970795
1230	32980178
1240	31980170
1250	31702337
1260	30220779
1270	40076563
1280	28837604
1290	31768045
1300	32141759
1310	31530041
1320	36802964
1330	33478150
1340	44677527
1350	33331470
1360	35347649
1370	35597222
1380	35090358
1390	35723914
1400	43332498
1410	40033534
1420	38874999
1430	37536474
1440	43755129
1450	36937132
1460	38140770
1470	46336287
1480	39345274
1490	39413153
1500	42761797
1510	48901348
1520	46949440
1530	54039100
1540	44081630
1550	43881855
1560	44763072
1570	52197008
1580	45771960
1590	48046034
1600	49141111
1610	52325369
1620	55571614
1630	49000960
1640	51419365
1650	50796217
1660	60618278
1670	52873946
1680	50908575
1690	51801416
1700	58958097
1710	51762214
1720	53303474
1730	56770754
1740	58023660
1750	55627156
1760	59882691
1770	57439652
1780	58964652
1790	88137294
1800	65323062
1810	63678749
1820	60759032
1830	66738516
1840	63044652
1850	76323462
1860	63351079
1870	60925575
1880	66830346
1890	69483315
1900	63211400
1910	68696926
1920	65265962
1930	67551577
1940	74170208
1950	72226896
1960	68071916
1970	70333991
1980	85650750
1990	72286682
2000	73466000
2010	77440609
2020	76636411
2030	84170981
2040	74700170
2050	74502810
2060	75728780
2070	78413306
2080	84840002
2090	78120203
2100	86291015
2110	87043192
2120	82359673
2130	84260780
2140	84792811
2150	86864630
2160	85134767
2170	106765004
2180	86357565
2190	88654633
2200	92163179
2210	87638168
2220	90057728
2230	90873605
2240	93188511
2250	91907711
2260	95681057
2270	91589084
2280	92229870
2290	102246297
2300	106378418
2310	96098373
2320	98396128
2330	98884428
2340	99083484
2350	106941128
2360	104906395
2370	104038359
2380	104627554
2390	104499235
2400	103617535
2410	107198110
2420	108578312
2430	109013887
2440	110159354
